Protein	H1	H2	H3	L1	L2	L3
P34209	222640000	155750000	131430000	35129000	58951000	62631000
P34896-2;B4DPM9;P34896;P34896-3;A8MYA6;E7EW08	13453000	18728000	13547000	16668000	29547000	33430000
P34897-3;P34897;P34897-2;B4DLV4;H0YIZ0;G3V2Y4	1577300000	1497500000	1661200000	1.826e+09	2531500000	2040900000
P34932;F5H3R0	2187600000	2102500000	2237200000	2714700000	2679300000	3047500000
P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;B4DY47	76410000	104180000	98304000	121730000	167120000	158090000
P35237	632380000	552880000	602450000	702110000	668780000	825450000
P35244;B5MC59	137500000	174360000	178890000	255350000	236550000	263990000
P35249;C9JZI1;C9J8M3;C9JTT7	169680000	177320000	182870000	259700000	239450000	270010000
P35250;P35250-2	172140000	171120000	179430000	276220000	204190000	270560000
P35251-2;P35251	135120000	162190000	131650000	168650000	137430000	148900000
P35268	551340000	746650000	787790000	878820000	1009600000	997960000
P35269;E7EUG6	107320000	133140000	114960000	112920000	144150000	123700000
P35270	139070000	126450000	112660000	204500000	228570000	231420000
P35340	1284800000	1390200000	1303400000	647330000	577910000	564200000
P35520;P35520-2;B7Z2D6;C9JMA6;F5H2U1	71061000	51859000	66824000	87710000	135300000	130210000
P35579;P35579-2	2284200000	2.429e+09	2285600000	3882600000	4007100000	4213900000
P35610;B4DU95;A8K3P4;B4DFD8	18480000	28274000	21128000	40693000	33112000	37474000
P35658-2;P35658-4;P35658;P35658-3;P35658-5;Q5JUP9;F5H131	146700000	146730000	142600000	196690000	195540000	181700000
P35659;B4DFG0;P35659-2;D6RDA2	2100300000	1661700000	2048400000	3366200000	3646900000	3491100000
P35998;B7Z5E2	144200000	184280000	158520000	193370000	223230000	224770000
P36404;G3V184	21163000	15241000	12478000	36566000	45599000	32536000
P36405	65316000	74427000	45033000	119960000	112870000	108730000
P36507;G5E9C7	83741000	86481000	64405000	124900000	176430000	152460000
P36551	21073000	22157000	24886000	28688000	20295000	29349000
P36649	117920000	99520000	128400000	45974000	57483000	47842000
P36659	862220000	834100000	801850000	313790000	355850000	278930000
P36672	328160000	327840000	298060000	125350000	165130000	138100000
P36680	53552000	46642000	41908000	24301000	20467000	17915000
P36683	9725700000	1.0126e+10	1.0858e+10	4869800000	4.802e+09	4858100000
P36767	51704000	78290000	25315000	11769000	9869200	8528800
P36871;F5H857;P36871-2;B4DPV0	287670000	275060000	286990000	350510000	364270000	362160000
P36879	103320000	92372000	75077000	48341000	43425000	35778000
P36929	113620000	93838000	79212000	22334000	65156000	24863000
P36938	1457900000	1441600000	1478300000	632450000	706670000	645780000
P36952;P36952-2	399220000	456310000	353550000	652910000	601930000	577260000
P36979	18868000	24895000	14629000	2009200	2349600	2408500
P37005	4670500	4241000	5625300	2604600	3852800	2565700
P37019	3910600	4830200	4669300	2481800	1816900	1788500
P37051	181710000	190320000	189540000	98916000	80561000	72521000
P37095	1873200000	1754800000	2.007e+09	853260000	865210000	787950000
P37108;H0YLA2	1499500000	1594400000	1353100000	2794200000	2747900000	2248400000
P37128	8350800	15666000	19807000	6584100	0	7588400
P37177	45042000	39265000	29861000	14065000	16318000	10870000
P37194	9587500000	9.944e+09	1.4134e+10	5028900000	5640300000	5488400000
P37198	114190000	143760000	175350000	192330000	174740000	148960000
P37235;E9PC71;P84074;P61601	57857000	37694000	30849000	37446000	48399000	63359000
P37313	58820000	70786000	53609000	17353000	26156000	21186000
P37325	221990000	160030000	117930000	39917000	47128000	53184000
P37329	28966000	27271000	21134000	10322000	10483000	11106000
P37330	1490100000	1512800000	1513800000	592930000	685700000	601240000
P37339	228260000	159930000	294530000	69550000	88490000	102360000
P37342	4422400	6335900	0	0	2750000	2119900
P37349	28463000	22177000	23603000	15413000	17720000	15795000
P37387	89501000	92721000	176320000	54392000	27635000	32285000
P37440	105500000	115640000	95263000	38519000	32831000	31813000
P37617	0	16132000	3881100	2234000	11544000	0
P37624	12873000	13771000	8553500	5509300	6105200	5676100
P37626	26088000	49589000	15485000	6589100	8986600	7442000
P37631	4489000	9880600	8094400	2136400	2897700	3743300
P37634	79368000	52387000	24569000	30863000	30494000	42544000
P37636	922490000	969570000	1010100000	301210000	447590000	347880000
P37637	508720000	503360000	544030000	256340000	238950000	189560000
P37642	19549000	20621000	10705000	8325800	7389000	5930500
P37645	362170000	352320000	329380000	137140000	137470000	123530000
P37647	17175000	41562000	50556000	13649000	10072000	11007000
P37648	133900000	144930000	149830000	54254000	64539000	56643000
P37649	7702800	27431000	6065900	6797000	4455400	4698000
P37665	58391000	65685000	58338000	28244000	32907000	13232000
P37666	478510000	473410000	513800000	208660000	208580000	218930000
P37685	5.005e+09	4.836e+09	4892900000	1653800000	1990800000	1969300000
P37689	1734500000	1617200000	1.437e+09	434170000	605720000	570320000
P37690	2531200	7502000	3177500	1811500	0	0
P37692	45446000	41445000	41797000	17713000	15919000	18276000
P37744	262750000	294910000	219940000	163600000	129460000	112310000
P37745	32712000	24506000	28667000	14290000	8271800	9570300
P37747	368600000	353520000	258790000	166820000	145900000	157020000
P37749	25293000	36799000	38109000	10520000	12909000	17331000
P37750	19130000	28578000	15352000	7814400	9886100	9733200
P37751	114070000	87817000	88518000	37974000	44383000	44136000
P37757	23048000	26043000	22804000	6481000	7235900	9276800
P37759	495830000	382020000	818390000	218870000	271540000	219150000
P37760	34671000	40028000	36715000	15087000	21476000	20239000
P37773	236560000	177780000	175140000	54026000	42517000	53375000
P37774	81802000	89968000	41071000	0	0	39370000
P37802	1097400000	1075700000	1182300000	1917900000	1820500000	1971600000
P37902	1839700000	1510900000	1896400000	1112300000	1297100000	983340000
P37903	1901300000	1938300000	1979300000	721030000	1071800000	943510000
P38038	42357000	35560000	56549000	25397000	18016000	20447000
P38051	4980300	7008000	0	0	0	0
P38117;P38117-2	336660000	359300000	368320000	558100000	590290000	588700000
P38432	203480000	203060000	189480000	299920000	302680000	341850000
P38489;F2X7N5	158040000	220780000	130050000	66015000	77331000	64071000
P38506	0	30952000	15755000	0	0	0
P38919	1385100000	1415400000	1543100000	1857400000	1827800000	1865900000
P39019	648340000	660960000	869560000	1046800000	948700000	948040000
P39023;H7C422;G5E9G0;H7C3M2;B5MCW2	603600000	589510000	599050000	1031300000	1017200000	1148300000
P39099	390830000	429360000	580340000	197870000	176520000	174930000
P39172	61433000	63223000	43930000	20368000	22755000	22723000
P39173	1378700000	1072500000	1312800000	902650000	666410000	602960000
P39176	53836000	56605000	40835000	40330000	35510000	34369000
P39177	5529100000	5382200000	5.783e+09	2592900000	2939900000	2839800000
P39180	1.696e+09	1868600000	1663700000	887690000	785670000	832650000
P39187	65114000	35788000	34202000	22332000	18017000	28193000
P39199	142030000	140890000	133990000	60193000	64600000	95398000
P39285	3717800	3523500	3711600	0	3422400	4480300
P39286	166390000	187770000	134340000	76217000	83788000	78366000
P39298	9579200	17086000	5530400	2330700	3591900	3200900
P39310	68051000	72124000	54968000	31588000	28692000	25377000
P39315	92887000	79713000	91219000	43905000	26321000	39559000
P39321	42920000	44411000	38394000	11992000	15281000	11061000
P39325	2810300000	3432300000	3192700000	1669800000	1286900000	1.415e+09
P39337	4586300	9681000	3972200	2559200	0	0
P39342	204970000	164600000	199620000	98981000	83598000	81040000
P39353	11259000	15249000	11418000	3756100	3050400	5711700
P39356	221590000	210640000	180820000	75195000	102060000	85179000
P39371	13585000	12474000	3386400	5767300	7258300	5233500
P39401	1594300	5472000	0	0	1227800	1107600
P39406	111630000	142460000	90431000	48318000	33536000	42181000
P39408	36962000	40625000	11907000	9937500	8829100	6596900
P39451	352910000	437740000	380960000	130440000	157070000	119180000
P39656;E7EWT1	97688000	68021000	76750000	124680000	157040000	128260000
P39748;I3L3E9	793510000	717710000	804230000	1334600000	1196400000	1335200000
P39830	9465000	11192000	5827700	0	0	0
P39831	2413800000	2294100000	2.648e+09	943200000	940020000	1054400000
P39838	40864000	21973000	32530000	13146000	16403000	10386000
P39880-3;P39880;P39880-5;P39880-2;P39880-4;P39880-6	44262000	56486000	39401000	65304000	61514000	50454000
P40120	56666000	71457000	63620000	27989000	36017000	25599000
P40191	81703000	53169000	90531000	41065000	25593000	31371000
P40222	15704000	16009000	7433200	17076000	19733000	18448000
P40227;B4DPJ8;A6NCD2	2959100000	3174800000	3413300000	4688300000	3996900000	4206200000
P40261	64299000	102050000	70662000	131500000	154580000	139340000
P40429	270970000	233060000	147560000	409330000	450370000	491060000
P40763-2;P40763;G8JLH9	77330000	76953000	46906000	80791000	115560000	103070000
P40818;B4DKA8	15162000	15958000	11233000	34796000	32017000	21679000
P40874	32054000	24152000	23639000	11977000	11559000	10412000
P40926;E9PDB2;G3XAL0	2563500000	2996700000	2952500000	4076600000	4174300000	4540600000
P40937;P40937-2;F8W9B4	130160000	102160000	131160000	237270000	197320000	210170000
P40938;C9JU95	111500000	120770000	120090000	168110000	190750000	162800000
P40939	1605100000	1603300000	1898600000	2287900000	2479400000	2.395e+09
P41052	91661000	100340000	96672000	31065000	37370000	29923000
P41091;Q2VIR3;Q2VIR3-2;F8W810	2794600000	2359200000	2896400000	4299200000	4028200000	3916700000
P41212	2669400	3529000	3632700	2785200	5391100	3526200
P41214;P41214-2	21459000	28646000	17389000	31966000	46961000	43740000
P41223;C9JNV2;C9JCD9	92521000	65902000	83575000	120680000	115090000	116210000
P41227;F8W808;A8MWP7;A6NM98;Q6P4J0;C9JW55;Q9BSU3	18994000	53463000	54674000	60089000	65962000	63542000
P41240;H3BUM9;E7EQW6	8293800	5610200	7415800	8372600	6914600	8165300
P41250	1701800000	1662700000	1648800000	1821600000	1.922e+09	1945100000
P41252	746330000	789810000	699530000	1168300000	1086600000	1125200000
P41409	243660000	361270000	306070000	101640000	115560000	108480000
P41567;O60739	49310000	74639000	39240000	118250000	111670000	136570000
P41743	3937700	5171100	4732800	14912000	9060000	12698000
P42126;P42126-2;H3BP91;Q96DC0;H3BS70	151720000	157520000	184120000	205640000	175820000	187570000
P42166	1262900000	1327200000	1337200000	1818600000	1769400000	1924400000
P42224-2;P42224	59513000	62675000	55393000	76443000	88093000	71946000
P42285;F5H7E2	550670000	542610000	456230000	702240000	704650000	658670000
P42330;B4DL37;Q04828	227630000	263640000	246640000	375270000	399850000	376490000
P42345;B4DZD5;F5GYA6	37886000	35354000	20094000	49542000	41359000	30124000
P42356	1402900	1260100	0	0	1822600	1463200
P42575	5339600	5024200	5998500	7804800	7597200	5773900
P42588	110450000	114170000	124960000	59916000	62680000	60563000
P42593	162340000	163600000	121240000	65072000	50619000	51435000
P42599	76916000	62159000	93009000	36038000	48827000	38762000
P42620	604410000	609950000	623270000	269380000	252020000	314430000
P42641	415480000	454270000	417270000	271070000	190280000	185110000
P42695;G3V1A9;E9PKK4	22922000	22462000	17560000	38141000	29515000	35498000
P42702	0	2816400	0	3736800	0	0
P42704;F5H4J6	1828500000	1699600000	2054200000	2660100000	2351400000	2727400000
P42765	186720000	201630000	175990000	294890000	248780000	227360000
P42771;P42771-4;P42771-2	193740000	157150000	235050000	256400000	253890000	253840000
P42858	12259000	15882000	9769300	20064000	25865000	15081000
P43034;I3L2U8	54492000	44931000	32911000	43185000	56799000	66667000
P43121;P43121-2	55993000	63654000	83221000	111480000	82177000	101090000
P43246;B4E2Z2;E9PHA6;B4DL39;B4DSB9;E7EU21;E7EQQ1	148090000	164540000	162590000	206310000	219930000	218970000
P43304-2;P43304;F5GYK7;F8W6E4	33164000	37186000	39754000	36345000	32777000	20716000
P43329	63004000	42935000	40946000	21428000	26090000	17085000
P43353;P43353-2	3397600	3438600	3388800	6445800	8556600	6901700
P43487;C9JXG8;C9JJ34;B7Z6U1;C9JGV6	174820000	235770000	148930000	200040000	309370000	266930000
P43490;Q5SYT8	617770000	579320000	719730000	810730000	872060000	770390000
P43671	14795000	13450000	18960000	3456000	1822100	1240100
P43686;P43686-2	87675000	106590000	101830000	189250000	131270000	170290000
P43897;C9JT21;F8W6R3;P43897-2;C9JG32;F8VPA7;F5H2T7;F8VS27	77678000	65740000	59419000	82950000	67522000	62404000
P45395	81493000	50900000	78217000	12036000	35815000	17046000
P45424	6110200	4850600	0	15820000	7872300	13370000
P45425	44897000	30219000	35485000	3381700	2969000	4634000
P45464	396150000	430440000	402540000	152880000	164910000	147800000
P45469	58408000	44098000	54988000	7682700	12762000	12792000
P45470	1.107e+09	868370000	893560000	405470000	681720000	278860000
P45523	2364800000	2399600000	2.779e+09	1447600000	1318600000	1338100000
P45577	116560000	127730000	115750000	42743000	29055000	25918000
P45578	2557300000	2574400000	2541600000	1278500000	1468400000	1385800000
P45579	5185300	6639600	0	2501900	2798800	2753600
P45748	7730700	7853800	7347000	3618800	3342600	3991400
P45799	30265000	51089000	27102000	16917000	16593000	14775000
P45800	12246000	13530000	7967500	9097100	7661800	7465700
P45880-2;P45880;P45880-1;B4DKM5;Q5JSD2;Q5JSD1	124320000	95150000	123150000	172220000	164570000	138210000
P45955	315650000	218860000	215760000	66372000	69832000	100310000
P45974-2;P45974	326530000	347140000	333640000	547830000	493320000	603490000
P46060;F8W7I9	484900000	453750000	523280000	828790000	726450000	720060000
P46063;F8WA66;F8WD97	263240000	283870000	254770000	349420000	358870000	356770000
P46087;Q3KQS4;P46087-2;Q05BA7	558880000	561090000	571820000	985450000	823420000	838360000
P46108-2;P46108;I3L297	0	0	5729500	0	14234000	16260000
P46109	17884000	18059000	13850000	30427000	23309000	20883000
P46125	40252000	40064000	35064000	9182800	17402000	14752000
P46130	211320000	195350000	215640000	90608000	90573000	82454000
P46474	9669100	8823600	4756000	2846500	2912000	2298700
P46777;B3KTM6	489160000	483410000	909970000	877620000	915480000	880420000
P46778	355940000	481540000	484200000	506590000	654730000	737880000
P46781;B5MCT8;C9JM19	1298300000	1419500000	1135400000	1861600000	1811100000	1593200000
P46782	306440000	246110000	347010000	400140000	347260000	420480000
P46783;F6U211;Q9NQ39	833630000	1025900000	771460000	1093100000	1177900000	1101400000
P46837	93010000	120510000	76626000	39137000	36624000	39726000
P46852	112930000	82098000	83868000	40806000	53270000	39453000
P46853	211170000	198870000	230730000	104590000	109150000	100620000
P46926;B7Z3X4;D6RAY7;D6R9P4;D6RFF8;E7EVU7;D6R917;D6RB13	375800000	399270000	517870000	600650000	539850000	530600000
P46939;E7EPZ4	15477000	19099000	23143000	47444000	23292000	19491000
P46940;H0YLE8	2807300000	2831100000	3195700000	4452100000	4642500000	4618500000
P46977;E9PNQ1	15853000	17470000	21394000	25877000	20724000	30637000
P47712;E7EU42	918160000	901510000	1073400000	1320500000	1169100000	1151700000
P47755;F8W9N7;C9JUG7;B4DG50;B4DE01	105630000	126250000	95432000	212120000	184200000	171510000
P47756-2;B1AK87;P47756;B1AK88;E7EQ40;B1AK85;F6USW4	265060000	297190000	199650000	549800000	309660000	371880000
P47813;O14602;A6NJH9	42771000	26800000	46459000	70210000	62809000	65364000
P47897;B4DNN3;B4DWJ2	206490000	213740000	243140000	365460000	340610000	359390000
P48047	276240000	339730000	249450000	380850000	3.95e+08	401680000
P48147	186660000	161820000	176720000	229440000	255460000	212080000
P48163;B4DZ70	232120000	275270000	191870000	370550000	341260000	343490000
P48200	0	0	4120400	0	0	0
P48382;B7Z848;F8W689	53434000	58934000	69259000	82188000	78511000	73868000
P48444;B0YIW6;E9PEU4	164820000	154800000	173290000	255120000	261640000	263590000
P48506	59569000	55261000	64070000	99481000	113590000	94123000
P48507	148520000	153800000	140130000	235190000	238870000	255870000
P48556	163790000	115390000	166760000	248190000	194180000	160250000
P48637;B7Z514;B6F210	98077000	82386000	103370000	130700000	106140000	101420000
P48643;B7ZAR1;E9PCA1;E7EWW2;E7ENZ3;B4DYD8	2618200000	2351400000	2.186e+09	3580400000	4478600000	3682500000
P48723;F5GWS8	6754200	7615300	0	7321400	7963100	6950600
Q71TU5;P48729;P48729-2;D6REM4;E7ETM0;Q8N752	86070000	108180000	108940000	133270000	132040000	126890000
P49005;F8W8R3;C9JLE1;C9IZD2;C9J8Z7	64340000	47180000	64207000	79526000	80514000	78123000
P49137-2;P49137	5172800	4607000	0	4377700	3306700	4332500
P49189;B4DXY7	214100000	226910000	233220000	339140000	347280000	376820000
P49207	161620000	190460000	66015000	188680000	390490000	229480000
P49257	65476000	61048000	23531000	104310000	101210000	167250000
